Name,Class,Area,Estimate,SE
Natural Mortality Rate,Pooled,All,0.11995104293916997,7.776408147774632e-4
Fishing Mortality Bias,Small,All,0.735884860348182,0.008826160951842073
Fishing Mortality Bias,Medium,All,1.226551265858134,0.010148930472464316
Fishing Mortality Bias,Large,All,1.4379283576086075,0.015835021162626507
Negative Binomial Dispersion,Pooled,All,0.9879022626251999,0.011468365384041218
